Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Code du secteur disciplinaire;Secteur disciplinaire;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administration publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;5905;90;85;10;36;69;98;1600;25000;1410;1840;17;;9.3;1870;;1480;2280;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;1963;96;88;11;44;81;97;1700;26500;1500;1930;20;;7.2;1980;;1480;2480;disc12_30;2;3;75;0;;15;0;3;0;0;0;0;2;11;76;3;6;0;0;0;0;7;21;7;1;16;4;3;16;2;3;5;13;1;3;1;2;1;3;7;6;70;2;3;5,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;7872;95;89;15;39;86;98;1780;27800;1560;2030;18;26;7.8;1900;;1470;2330;disc12_30;2;2;81;1;;10;0;3;0;0;0;0;2;7;83;4;3;0;0;0;0;4;28;12;2;11;10;2;15;2;1;3;5;1;2;1;2;1;2;13;4;70;1;3;4,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;5786;96;91;16;37;89;99;1800;28100;1600;2100;18;;7.8;1900;;1470;2330;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;443;96;78;12;50;80;99;1750;27300;1510;2000;14;;7.2;1980;;1480;2480;disc13_30;6;4;70;0;;18;0;1;0;0;0;0;6;17;65;2;9;0;0;1;0;34;18;1;0;11;1;2;13;2;2;3;12;0;2;6;1;1;3;9;9;57;2;9;3,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;1125;90;75;8;50;54;95;1500;23400;1320;1690;23;61;8.5;1830;;1450;2180;disc13_18;1;3;51;;;38;2;6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3;6;7;59;2;11;12,,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;1125;92;79;10;50;70;96;1550;24200;1400;1770;23;61;8.5;1830;;1450;2180;disc13_30;2;4;64;;;25;1;4;0;0;0;0;3;18;68;2;8;0;;;0;21;18;1;;9;0;3;21;1;3;5;14;0;3;;;;3;7;10;59;2;10;9,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1148;93;76;9;47;60;96;1500;23400;1350;1710;20;60;7.8;1900;SD06;1470;2330;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;424;92;72;8;48;69;98;1570;24500;1400;1780;18;;7.8;1930;SD06;1490;2380;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;989;88;82;9;50;49;94;1450;22600;1300;1630;24;66;9.9;1870;SD06;1490;2280;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;443;94;76;10;50;72;98;1600;27300;1450;1880;14;;7.2;1980;SD06;1480;2480;disc13_01_18;4;4;64;1;;25;0;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;4;6;7;59;2;12;5,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;355;91;77;12;46;76;97;1600;25000;1400;1890;15;;8.6;1865;SD06;1475;2280;disc13_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;948;92;78;10;45;72;97;1520;23700;1390;1790;17;62;8.6;1865;SD06;1475;2280;disc13_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1148;96;80;11;47;73;96;1600;25000;1420;1850;20;60;7.8;1900;SD06;1470;2330;disc13_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de la vie et de la terre>Sciences de l''univers;STS;Sciences',' technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l''univers;71;79;74;5;56;43;94;1430;22400;ns;ns;22;;9.9;1870;SD05;1490;2280;disc13_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de la vie et de la terre>Sciences de l''univers;STS;Sciences',' technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l''univers;100;85;79;9;67;47;99;1430;22200;1280;1660;24;;9.3;1870;SD05;1480;2280;disc13_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de la vie et de la terre>Sciences de l''univers;STS;Sciences',' technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l''univers;88;84;75;5;57;51;95;1500;23400;1300;1730;28;42;8.5;1830;SD05;1450;2180;disc13_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de la vie et de la terre>Sciences de l''univers;STS;Sciences',' technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l''univers;88;88;82;10;57;69;99;1560;24300;1390;1820;28;42;8.5;1830;SD05;1450;2180;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de la vie et de la terre>Sciences de l''univers;STS;Sciences',' technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l''univers;134;87;70;9;60;69;97;1520;23700;1340;1700;29;47;8.6;1865;SD05;1475;2280;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de la vie et de la terre>Sciences de l''univers;STS;Sciences',' technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l''univers;49;83;88;7;66;81;100;1610;25100;ns;ns;20;;8.5;1830;SD05;1450;2180;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;48;96;78;7;27;61;92;1500;23400;ns;ns;25;75;9.9;1870;SD69;1490;2280;disc13_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD69;1470;2330;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD69;1470;2330;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;;;;;;;;;;;;;;7.8;1930;SD69;1490;2380;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;;;;;;;;;;;;;;7.8;1930;SD69;1490;2380;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD69;1475;2280;disc13_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD69;1475;2280;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;STS;Sciences', technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé,' de la terre et de l''univers;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD69;1470;2330;disc13_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;;97;95;4;51;85;99;1760;27400;1550;2000;10;;7.8;1930;;1490;2380;disc14_30;1;1;83;0;;10;0;5;0;0;0;0;1;4;86;3;2;2;0;1;1;1;22;0;0;35;0;3;25;2;0;1;9;0;2;0;1;0;1;4;3;88;1;0;3,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;;95;95;5;49;82;99;1760;27400;1550;2000;13;66;7.8;1930;;1490;2380;disc14_30;1;2;79;0;;12;0;5;0;0;0;0;1;6;85;4;2;2;0;1;1;1;25;1;0;31;0;2;26;2;1;2;7;0;2;0;1;0;2;4;3;86;0;1;2,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;800;92;87;7;46;74;99;1600;25000;1430;1830;20;56;9.9;1870;;1490;2280;disc14_30;1;2;70;;;18;0;8;0;0;0;0;1;6;5;83;2;1;;;1;1;36;5;;14;0;0;24;1;2;1;9;0;6;;;;1;7;4;75;1;2;10,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;;90;94;7;46;76;99;1790;27900;1540;2020;19;;7.8;1930;;1490;2380;disc14_30;1;4;71;1;;17;0;6;0;0;0;0;1;9;82;4;2;1;0;0;0;1;32;3;0;21;0;2;27;3;1;3;4;0;1;0;1;0;3;3;5;82;0;3;2,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;796;93;85;6;44;78;99;1640;25500;1460;1850;13;52;9.3;1870;;1480;2280;disc14_30;1;2;74;;;15;0;7;0;0;0;0;2;5;6;84;1;1;;;2;1;34;4;;20;1;0;25;1;1;2;8;0;3;;;;1;6;2;77;2;1;12,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;800;89;85;4;46;58;99;1550;24200;1390;1800;20;56;9.9;1870;;1490;2280;disc14_18;0;2;58;;0;26;0;13;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;4;76;1;2;12,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;796;92;83;4;44;59;99;1570;24500;1400;1790;13;52;9.3;1870;;1480;2280;disc14_18;1;2;57;;0;28;0;12;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;78;2;2;13,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;653;97;94;4;52;82;99;1820;28400;1600;2050;15;70;7.2;1980;;1480;2480;disc14_30;1;1;80;1;;12;0;5;0;0;0;0;1;6;86;4;2;1;0;0;0;1;29;2;1;30;0;3;21;2;2;2;7;0;1;0;2;0;1;3;3;87;1;2;2,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;689;95;87;7;43;78;99;1680;26200;1500;1910;17;54;8.6;1865;;1475;2280;disc14_30;1;1;76;;;15;0;7;0;1;0;0;1;5;85;5;2;1;;;1;1;38;3;;20;0;0;24;2;2;1;6;0;3;;;;1;6;2;77;0;2;11,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;665;96;85;6;50;82;100;1730;27000;1530;1970;14;63;7.8;1900;;1470;2330;disc14_30;1;2;79;1;;12;0;6;0;0;0;0;1;5;87;2;2;1;0;0;2;1;32;2;0;30;0;0;22;1;2;1;7;0;2;0;7;0;1;5;3;75;0;2;6,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;249;96;97;4;37;75;100;1660;25900;1490;1950;16;;7.8;1930;SD03;1490;2380;disc14_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;127;89;94;4;45;58;99;1810;28200;1500;1970;18;;7.2;1980;SD03;1480;2480;disc14_01_18;0;2;56;0;;19;0;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;2;2;89;1;3;2,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;393;92;96;3;42;55;99;1630;27200;1440;1920;20;68;7.2;1980;SD03;1480;2480;disc14_01_18;0;1;53;0;;28;0;17;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;2;3;90;1;2;2,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;273;90;93;4;40;39;98;1520;23700;1380;1800;19;;9.3;1870;SD03;1480;2280;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;420;94;95;4;42;70;99;1640;25600;1450;1870;21;59;8.6;1865;SD03;1475;2280;disc14_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;253;92;95;2;36;43;99;1530;23900;1380;1760;17;;8.5;1830;SD03;1450;2180;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;247;88;96;5;39;39;99;1530;23900;1350;1800;19;;8.6;1865;SD03;1475;2280;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;173;93;96;6;46;49;99;1580;24700;1400;1820;23;;8.6;1865;SD03;1475;2280;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;420;90;96;5;42;43;99;1550;24200;1380;1800;21;59;8.6;1865;SD03;1475;2280;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;132;90;92;6;40;72;99;1730;27000;1500;1980;21;;7.8;1900;SD03;1470;2330;disc14_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;379;94;94;4;43;73;99;1660;25900;1500;1930;19;66;7.8;1900;SD03;1470;2330;disc14_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;163;99;59;4;70;97;100;1680;26300;1520;1810;3;;7.8;1900;SD02;1470;2330;disc14_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;115;98;59;12;60;92;98;1630;25400;1500;1840;8;;9.9;1870;SD02;1490;2280;disc14_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;160;91;90;8;48;88;99;1720;26800;1550;2000;19;;9.9;1870;SD02;1490;2280;disc14_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;160;91;89;5;48;81;99;1600;25000;1460;1870;19;;9.9;1870;SD02;1490;2280;disc14_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;174;95;83;13;39;89;100;1720;26800;1510;1930;10;;9.3;1870;SD02;1480;2280;disc14_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
