Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;160;84;71;16;29;75;91;1500;23400;1380;1720;49;;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;124;81;30;14;46;32;82;1280;20000;1200;1500;33;67;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;114;93;85;21;25;83;97;1650;25700;1480;1940;38;;8.6;1865;;1475;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;52;80;85;5;32;58;94;1590;24700;ns;ns;39;42;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2013;DUT;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;5;ns;ns;ns;ns;ns;ns;nd;nd;nd;nd;ns;;9.9;1870;;1490;2280;2A2M_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;2A2M_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;126;84;50;8;39;42;69;1360;21200;1200;1500;48;74;9.9;1870;;1490;2280;CS_30;1;2;38;;;47;2;1;0;0;8;0;2;41;3;15;39;0;;;1;2;1;0;;4;2;0;1;4;8;19;31;8;21;;;;4;5;15;26;13;1;36,,,,,,,,,,,,,,,,,,
2017;DUT;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;106;71;33;2;36;2;23;21500;1310;ns;ns;50;;7.8;1900;;1470;2330;CS_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;CS_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;92;94;37;6;43;48;52;1420;22200;ns;ns;46;;9.3;1870;;1480;2280;CS_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;96;82;43;1;54;42;74;1400;21800;ns;ns;62;69;7.2;1980;;1480;2480;CS_18;0;2;40;0;;45;6;3;0;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;10;33;13;2;41,,,,,,,,,,,,,,,,,,
2019;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;;1480;2480;CS_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;;1480;2480;CS_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,,,,,
2015;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;99;80;29;6;30;47;70;1300;20300;ns;ns;50;;8.6;1865;;1475;2280;CS_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;99;73;19;6;30;39;65;1250;19500;ns;ns;50;;8.6;1865;;1475;2280;CS_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
'2013;DUT;18 mois après le diplôme;femmes et hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;2054;81;54;7;28;62;89;1420;22200;1260;1660;35;44;9.9;1870;;1490;2280;disc00_18;3;4;57;;;26;0;7;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;5;43;5;5;35',,,,,,,,,,,,,,,,,,
'2013;DUT;30 mois après le diplôme;hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;1135;90;66;10;30;73;95;1600;25000;1350;1850;32;;9.9;1870;;1490;2280;disc00_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2014;DUT;30 mois après le diplôme;femmes et hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;1952;90;61;7;29;68;92;1540;24100;1330;1800;35;44;9.3;1870;;1480;2280;disc00_30;3;6;59;;;22;0;5;0;2;1;0;3;18;9;66;4;1;;;0;1;18;4;;22;8;5;9;1;3;11;8;1;8;;;;1;7;5;48;6;5;27',,,,,,,,,,,,,,,,,,
'2019;DUT;30 mois après le diplôme;hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;948;92;68;11;32;80;96;1740;27100;1500;2110;45;;7.2;1980;;1480;2480;disc00_30;4;5;70;0;;13;0;5;1;0;1;0;5;13;71;7;4;0;0;0;0;1;25;5;2;20;12;2;9;3;2;10;5;2;2;0;4;1;1;9;3;54;6;8;14',,,,,,,,,,,,,,,,,,
'2014;DUT;18 mois après le diplôme;femmes et hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;1952;82;56;6;29;58;90;1450;22600;1260;1700;35;44;9.3;1870;;1480;2280;disc00_18;2;5;51;;;28;0;9;0;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;5;45;6;7;30',,,,,,,,,,,,,,,,,,
'2015;DUT;30 mois après le diplôme;femmes et hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;2024;91;60;7;31;68;93;1520;23700;1300;1800;39;41;8.6;1865;;1475;2280;disc00_30;2;6;59;;;22;0;5;0;3;1;0;3;16;68;7;4;1;;;1;1;20;3;;22;11;5;6;3;3;11;7;2;8;;;;1;7;4;48;3;6;31',,,,,,,,,,,,,,,,,,
'2015;DUT;30 mois après le diplôme;femmes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;832;89;43;5;28;64;89;1400;21800;1230;1600;45;;8.6;1865;;1475;2280;disc00_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2015;DUT;18 mois après le diplôme;femmes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;832;83;36;4;28;54;83;1350;21100;1200;1530;45;;8.6;1865;;1475;2280;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2017;DUT;30 mois après le diplôme;hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;1164;90;76;11;31;81;96;1700;26500;1450;2000;36;;7.8;1900;;1470;2330;disc00_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
2017;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;377;91;46;4;22;4;37;23800;1370;1200;1600;45;;7.8;1900;;1470;2330;disc01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;647;90;44;6;22;71;94;1510;23500;1300;1750;34;59;9.3;1870;;1480;2280;disc01_30;3;8;61;;;20;0;3;0;2;1;0;3;16;7;69;3;2;;;0;1;8;1;;40;1;12;6;1;4;12;5;1;7;;;;1;6;4;33;7;4;45,,,,,,,,,,,,
2013;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;423;82;24;4;21;62;85;1330;20700;1200;1500;37;;9.9;1870;;1490;2280;disc01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;344;90;35;6;19;70;92;1410;22000;1270;1630;34;;9.3;1870;;1480;2280;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;221;80;37;5;32;71;93;1500;26500;1300;1950;47;;7.2;1980;;1480;2480;disc01_18;7;3;62;0;;17;0;8;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;10;1;1;3;3;29;4;11;39,,,,,,,,,,,,
2016;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;366;87;40;9;28;62;93;1500;23400;1300;1800;39;;8.5;1830;;1450;2180;disc01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2016;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;434;89;27;3;23;59;91;1360;21200;1220;1520;47;;8.5;1830;;1450;2180;disc01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2015;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;429;91;33;3;25;68;90;1380;21500;1210;1630;46;;8.6;1865;;1475;2280;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;664;92;50;6;25;77;94;1570;24400;1370;1800;40;54;7.8;1900;;1470;2330;disc01_30;4;6;67;;;19;0;2;0;2;0;;3;10;77;4;2;2;;0;1;2;9;1;4;37;5;11;7;3;3;8;2;2;7;;;0;0;6;4;40;5;5;40,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;377;90;93;2140;22;1530;76;59;89;1370;1770;45;;7.8;1900;;1470;2330;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2017;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;604;90;41;5;25;63;92;1460;22700;1270;1660;40;53;7.8;1900;SD39;1470;2330;disc04_18;3;4;56;;;27;1;8;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;5;3;33;4;8;46,,,,,,,,,,,,,,,,
2013;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;230;86;43;10;32;52;77;1320;20700;1200;1500;46;;9.9;1870;;1490;2280;disc07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;190;90;38;8;39;48;67;1310;20400;1200;1480;45;;9.3;1870;;1480;2280;disc07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;161;79;32;4;48;43;72;1400;22100;1250;1500;59;;7.2;1980;;1480;2480;disc07_18;3;5;34;0;;48;5;1;1;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;0;3;1;2;0;10;18;21;2;44,,,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;258;76;41;5;49;52;73;1400;22000;1240;1500;58;60;7.2;1980;;1480;2480;disc07_18;7;5;39;1;;37;3;4;2;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;0;5;1;2;2;8;28;16;3;35,,,,,,,,,,,,,,,,,,
2014;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;88;80;49;18;46;51;74;1300;20300;ns;ns;36;;9.3;1870;;1480;2280;disc07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;DUT;18 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;197;81;27;2;33;46;74;1280;20000;1180;1430;45;;8.5;1830;;1450;2180;disc07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;122;70;54;12;30;63;87;1360;21200;1230;1600;39;;8.5;1830;;1450;2180;disc07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;319;84;40;8;32;59;84;1400;21800;1220;1550;42;59;8.5;1830;;1450;2180;disc07_30;4;6;49;;;32;0;1;0;4;3;0;4;28;44;3;18;1;;;1;0;4;0;;17;14;0;3;6;5;11;14;9;15;;;;0;8;10;21;18;4;38,,,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;228;88;86;2030;36;1370;60;47;68;1230;1500;51;;7.8;1900;;1470;2330;disc07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
'2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;196;83;48;16;42;63;87;1410;22000;1220;1630;40;50;8.6;1865;SD35;1475;2280;disc10_30;7;11;45;;;31;0;0;2;2;1;1;9;27;51;5;6;0;;;1;0;4;0;;18;25;3;2;4;11;17;5;6;5;;;;2;15;7;25;9;3;39',,,,,,,,,,,,,,,,,,
'2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;196;79;41;13;42;45;84;1300;20300;1200;1500;40;50;8.6;1865;SD35;1475;2280;disc10_18;6;5;34;;;43;1;5;1;0;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;12;6;21;12;4;45',,,,,,,,,,,,,,,,,,
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;261;90;82;7;31;61;94;1480;23100;1350;1610;37;;9.9;1870;;1490;2280;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;1026;89;82;6;31;70;96;1600;25000;1400;1850;34;22;9.3;1870;;1480;2280;disc12_30;2;4;64;;;19;0;8;0;1;1;0;2;13;12;71;1;0;;;1;1;33;8;;11;12;0;12;1;2;6;7;1;7;;;;0;6;5;70;2;7;10,,,,,,,,,,,,
2019;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;631;92;82;11;29;83;99;1800;28100;1510;2140;42;;7.2;1980;;1480;2480;disc12_30;2;5;75;0;;10;0;6;0;0;0;0;3;12;76;8;1;0;0;0;0;1;37;7;0;8;14;1;13;2;1;10;4;1;1;0;2;1;2;9;3;68;4;7;5,,,,,,,,,,,,
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;203;94;82;6;34;62;96;1500;23400;1350;1650;43;;8.6;1865;;1475;2280;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;203;88;79;7;28;53;92;1400;21900;1300;1600;34;67;9.9;1870;;1490;2280;disc13_18;4;10;40;;;40;0;4;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;14;59;4;4;12,,,,,,,,,,,,,,,,
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;220;82;87;4;39;41;93;1420;22100;1300;1580;40;66;9.3;1870;;1480;2280;disc13_18;2;3;36;;;48;0;8;0;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;24;59;1;2;10,,,,,,,,,,,,,,,,
2019;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;153;91;78;18;46;74;96;1700;26500;1490;1880;50;61;7.2;1980;;1480;2480;disc13_30;2;18;54;0;;23;0;2;0;0;0;0;3;38;54;2;3;0;0;0;0;4;10;0;0;14;0;1;7;2;2;9;47;2;2;0;1;2;12;4;16;44;6;3;11,,,,,,,,,,,,,,,,
